group,folder,name,description,authors,settings,patches,before_send,before_edit,flux,render,native,verdict,ported
plugins,accountPanelServerProfile,AccountPanelServerProfile,Prioritize Server Profile when left clicking your account panel,"Devs.Nuckyz,Devs.relitrix",1,True,False,False,False,False,,rewrite,
plugins,addAttachments,AddAttachments,Allows you to add new attachments while editing messages,Devs.Lumap,2,False,False,False,False,False,,portable-logic,
plugins,alwaysAnimate,AlwaysAnimate,"Always animate server icons, avatars, decor and more",Devs.FieryFlames,5,True,False,False,False,False,,rewrite,
plugins,alwaysExpandRoles,AlwaysExpandRoles,Hide Arrow,Devs.surgedevs,1,True,False,False,False,False,,rewrite,
plugins,alwaysTrust,AlwaysTrust,Remove the untrusted domain popup when opening links,"Devs.zt,Devs.Trwy",4,True,False,False,False,False,,rewrite,
plugins,anonymiseFileNames,AnonymiseFileNames,Whether to anonymise file names by default,Devs.fawn,9,True,False,False,False,False,,rewrite,
plugins,appleMusic.desktop,AppleMusicRichPresence,Which type of activity,Devs.RyanCaoDev,16,False,False,False,False,False,native.ts,native-feature,
plugins,arRPC.web,WebRichPresence,Client plugin for arRPC to enable RPC on Discord Web (experimental),Devs.Ducko,0,False,False,False,False,False,,portable-logic,
plugins,autoDndWhilePlaying.discordDesktop,AutoDNDWhilePlaying,Status to set while playing a game,Devs.thororen,2,False,False,False,True,False,,portable-hook,
plugins,betterFolders,BetterFolders,Display servers from folder on dedicated sidebar,"Devs.juby,Devs.AutumnVN,Devs.Nuckyz",11,True,False,False,True,False,,rewrite,
plugins,betterGifAltText,BetterGifAltText,Change GIF alt text from simply being 'GIF' to containing the gif tags / filename,Devs.Ven,0,True,False,False,False,False,,rewrite,
plugins,betterGifPicker,BetterGifPicker,Makes the gif picker open the favourite category by default,Devs.Samwich,0,True,False,False,False,False,,rewrite,
plugins,betterRoleContext,BetterRoleContext,File format to use when viewing role icons,"Devs.Ven,Devs.goodbee,Devs.nightmaresan",2,False,False,False,False,False,,portable-logic,
plugins,betterRoleDot,BetterRoleDot,Show both role dot and coloured names,"Devs.Ven,Devs.AutumnVN",2,True,False,False,False,False,,rewrite,
plugins,betterSessions,BetterSessions,"Check for new sessions in the background, and display notifications when they are detected",Devs.amia,3,True,False,False,True,False,,rewrite,
plugins,betterSettings,BetterSettings,Disable the crossfade animation,Devs.Kyuuhachi,3,True,False,False,False,False,,rewrite,
plugins,betterUploadButton,BetterUploadButton,"Upload with a single click, open menu with right click","Devs.fawn,Devs.Ven",0,True,False,False,False,False,,rewrite,
plugins,biggerStreamPreview,BiggerStreamPreview,This plugin allows you to enlarge stream previews,Devs.phil,3,False,False,False,False,False,,portable-logic,
plugins,blurNsfw,BlurNSFW,Blur Amount (in pixels),Devs.Ven,2,True,False,False,False,False,,rewrite,
plugins,callTimer,CallTimer,Compact or human readable format:,"Devs.Ven,EquicordDevs.MaxHerbold,Devs.D3",8,True,False,False,True,False,,rewrite,
plugins,characterCounter,CharacterCounter,Enable yellow/red colouring as you get closer to the character limit,"Devs.thororen,Devs.creations",1,True,False,False,False,False,,rewrite,
plugins,clearURLs,ClearURLs,Automatically removes tracking elements from URLs you send,"Devs.adryd,Devs.thororen",0,False,False,False,False,False,,portable-logic,clearurls
plugins,clientTheme,ClientTheme,Recreation of the old client theme experiment. Add a color to your Discord client theme,Devs.Nuckyz,2,False,False,False,False,False,,portable-logic,
plugins,colorSighted,ColorSighted,"Removes the colorblind-friendly icons from statuses, just like 2015-2017 Discord",Devs.lewisakura,0,True,False,False,False,False,,rewrite,
plugins,consoleJanitor,ConsoleJanitor,Disables Discords loggers,"Devs.Nuckyz,Devs.sadan",4,True,False,False,False,False,,rewrite,
plugins,consoleShortcuts,ConsoleShortcuts,Adds shorter Aliases for many things on the window. Run `shortcutList` for a list.,Devs.Ven,0,True,False,False,False,False,native.ts,native-feature,
plugins,copyEmojiMarkdown,CopyEmojiMarkdown,Copy the raw unicode character instead of :name: for default emojis (👽),"Devs.HappyEnderman,Devs.Vishnya",2,False,False,False,False,False,,portable-logic,
plugins,copyFileContents,CopyFileContents,Adds a button to text file attachments to copy their contents,"Devs.Obsidian,Devs.Nuckyz",0,True,False,False,False,False,,rewrite,
plugins,copyStickerLinks,CopyStickerLinks,Adds the ability to copy & open Sticker links,"Devs.Ven,Devs.Byeoon",1,False,False,False,False,False,,portable-logic,copy
plugins,copyUserURLs,CopyUserURLs,Adds a 'Copy User URL' option to the user context menu.,Devs.castdrian,1,False,False,False,False,False,,portable-logic,copy
plugins,crashHandler,CrashHandler,Whether to attempt to prevent Discord crashes.,Devs.Nuckyz,2,True,False,False,False,False,,rewrite,
plugins,customCommands,ephemeral,Whether the response should only be visible to you,"Devs.Ven,Devs.Luna,",0,False,False,False,False,False,,portable-ui,
plugins,customIdle,CustomIdle,Minutes before Discord goes idle (0 to disable auto-idle),Devs.newwares,2,True,False,False,False,False,,rewrite,
plugins,customRPC,CustomRPC,Add a fully customisable Rich Presence (Game status) to your Discord profile,"Devs.captain,Devs.AutumnVN,Devs.nin0dev",1,True,False,False,False,False,,rewrite,
plugins,dearrow,Dearrow,Hides the Dearrow button from YouTube embeds,Devs.Ven,4,True,False,False,False,False,,rewrite,
plugins,decor,Decor,"Create and use your own custom avatar decorations, or pick your favorite from the presets.",Devs.FieryFlames,1,False,False,False,True,False,,portable-hook,
plugins,devCompanion.dev,DevCompanion,Whether to notify when Dev Companion has automatically connected.,"Devs.Ven,Devs.sadan",4,False,False,False,False,False,,portable-logic,
plugins,disableCallIdle,DisableCallIdle,Disables automatically getting kicked from a DM voice call after 3 minutes and being moved to an AFK voice cha,Devs.Nuckyz,0,True,False,False,False,False,,rewrite,
plugins,dontRoundMyTimestamps,DontRoundMyTimestamps,"Always rounds relative timestamps down, so 7.6y becomes 7y instead of 8y",Devs.Lexi,0,False,False,False,False,False,,portable-logic,
plugins,experiments,Experiments,Enable Access to Experiments & other dev-only features in Discord!,"
Devs.Megu,
Devs.Ven,
Devs.Nickyux,
Devs",0,True,False,False,False,False,,rewrite,
plugins,expressionCloner,ExpressionCloner,Allows you to clone Emotes & Stickers to your own server (right click them),"Devs.Ven,Devs.Nuckyz",1,False,False,False,False,False,,portable-logic,
plugins,f8break,F8Break,Pause the client when you press F8 with DevTools (+ breakpoints) open.,Devs.lewisakura,0,False,False,False,False,False,,portable-logic,
plugins,fakeNitro,FakeNitro,Allows sending fake emojis (also bypasses missing permission to use custom emojis),"Devs.Arjix,Devs.D3SOX,Devs.Ven,Devs.fawn",12,True,False,False,False,False,,rewrite,
plugins,fakeProfileThemes,FakeProfileThemes,Default color source if both are present,"Devs.Alyxia,Devs.Remty",1,True,False,False,False,False,,rewrite,
plugins,favEmojiFirst,FavoriteEmojiFirst,Manage your emoji aliases.,"Devs.Aria,Devs.Ven,EquicordDevs.justjxke",3,True,True,False,False,False,,rewrite,
plugins,fixCodeblockGap,FixCodeblockGap,Removes the gap between codeblocks and text below it,Devs.Grzesiek11,0,True,False,False,False,False,,rewrite,
plugins,fixImagesQuality,FixImagesQuality,Also load the original image in Chat. WARNING: Read the caveats above,"Devs.Nuckyz,Devs.Ven",1,True,False,False,False,False,,rewrite,
plugins,fixSpotifyEmbeds.desktop,FixSpotifyEmbeds,The volume % to set for spotify embeds. Anything above 10% is veeeery loud,Devs.Ven,1,False,False,False,False,False,native.ts,native-feature,
plugins,fixYoutubeEmbeds.desktop,FixYoutubeEmbeds,Adds descriptions to youtube video embeds,"Devs.coolelectronics,Devs.arHSM",1,True,False,False,False,False,native.ts,native-feature,
plugins,forceOwnerCrown,ForceOwnerCrown,Force the owner crown next to usernames even if the server is large.,"Devs.D3SOX,Devs.Nickyux",0,True,False,False,False,False,,rewrite,
plugins,friendInvites,FriendInvites,"Create and manage friend invite links via slash commands (/create friend invite, /view friend invites, /revoke","Devs.afn,Devs.Dziurwa",0,False,False,False,False,False,,portable-ui,
plugins,fullSearchContext,FullSearchContext,Makes the message context menu in message search results have all options you'd expect,"Devs.Ven,Devs.Aria",1,True,False,False,False,False,,rewrite,
plugins,fullUserInChatbox,FullUserInChatbox,"Makes the user mention in the chatbox have more functionalities, like left/right clicking",Devs.sadan,0,True,False,False,False,False,,rewrite,
plugins,gameActivityToggle,GameActivityToggle,Use the old icon style before Discord icon redesign,"Devs.Nuckyz,Devs.RuukuLada,TestcordDevs.",4,False,False,False,False,False,,portable-logic,
plugins,gifPaste,GifPaste,Makes picking a gif in the gif picker insert a link into the chatbox instead of instantly sending it,Devs.Ven,0,True,False,False,False,False,,rewrite,
plugins,greetStickerPicker,GreetStickerPicker,Choose the greet mode,Devs.Ven,1,True,False,False,False,False,,rewrite,
plugins,hideAttachments,HideMedia,Hide attachments and embeds for individual messages via hover button,Devs.Ven,1,True,False,False,False,True,,rewrite,
plugins,iLoveSpam,ILoveSpam,Do not hide messages from 'likely spammers',"Devs.botato,Devs.Nyako",0,True,False,False,False,False,,rewrite,
plugins,ignoreActivities,IgnoreActivities,Change the mode of the filter list,"Devs.Nuckyz,Devs.Kylie",10,True,False,False,False,False,,rewrite,
plugins,imageFilename,ImageFilename,Show the full URL of the image instead of just the file name. Always enabled for GIFs because they usually hav,Devs.Ven,1,True,False,False,False,False,,rewrite,
plugins,imageLink,ImageLink,"Never hide image links in messages, even if it's the only content","Devs.Kyuuhachi,Devs.Sqaaakoi",0,True,False,False,False,False,,rewrite,
plugins,imageZoom,ImageZoom,Whether to save zoom and lens size values,Devs.Aria,8,True,False,False,False,False,,rewrite,
plugins,implicitRelationships,ImplicitRelationships,Whether to sort implicit relationships by their affinity to you.,Devs.Dolfies,0,False,False,False,False,False,,portable-logic,
plugins,ircColors,IrcColors,"Lightness, in %. Change if the colors are too light or too dark","Devs.Grzesiek11,Devs.jamesbt365",4,True,False,False,False,False,,rewrite,
plugins,keepCurrentChannel,KeepCurrentChannel,Attempt to navigate to the channel you were in before switching accounts or loading Discord.,Devs.Nuckyz,1,True,False,False,True,False,,rewrite,
plugins,loadingQuotes,LoadingQuotes,Should this plugin also apply during events with special event themed quotes? (e.g. Halloween),"Devs.Ven,Devs.KraXen72,Devs.UlyssesZhan",5,True,False,False,False,False,,rewrite,
plugins,memberCount,MemberCount,Show member count on the server tooltip,"Devs.Ven,Devs.Commandtechno,Devs.Apexo",3,True,False,False,False,False,,rewrite,
plugins,mentionAvatars,MentionAvatars,Whether the the @ symbol should be displayed on user mentions,"Devs.Ven,Devs.SerStars",1,True,False,False,False,False,,rewrite,
plugins,messageClickActions,MessageClickActions,Action on single click (your messages),"Devs.Ven,EquicordDevs.keircn,EquicordDev",20,False,False,False,False,False,,portable-logic,
plugins,messageLatency,MessageLatency,Displays an indicator for messages that took ≥n seconds to send,Devs.arHSM,0,True,False,False,False,False,,rewrite,
plugins,messageLinkEmbeds,MessageLinkEmbeds,Background color for messages in rich embeds,"Devs.TheSun,Devs.Ven,Devs.RyanCaoDev",5,True,False,False,False,False,,rewrite,
plugins,messageLogger,MessageLogger,The style of deleted messages,"Devs.rushii,Devs.Ven,Devs.AutumnVN,Devs.",18,True,False,False,False,False,,rewrite,messagelogger
plugins,moreQuickReactions,MoreQuickReactions,Number of reactions (0-42),"Devs.Ven,Devs.Sqaaakoi,Devs.iamme",6,True,False,False,False,False,,rewrite,
plugins,musicRichPresence,MusicRichPresence,The scrobbler backend to use.,"Devs.Rini,Devs.Ven,Devs.angelcube,Devs.R",19,False,False,False,False,False,,portable-logic,
plugins,mutualGroupDMs,MutualGroupDMs,Shows mutual group dms in profiles,Devs.amia,0,False,False,False,False,False,,portable-ui,
plugins,newGuildSettings,NewGuildSettings,Mute Guild automatically,"Devs.Glitch,Devs.Nuckyz,Devs.carince,Dev",11,True,False,False,True,False,,rewrite,
plugins,noBlockedMessages,NoBlockedMessages,Also hide messages from ignored users.,"Devs.rushii,Devs.Samu,Devs.jamesbt365,De",6,True,False,False,False,False,,rewrite,
plugins,noDeepLinks.web,DisableDeepLinks,Disables Discord's stupid deep linking feature which tries to force you to use their Desktop App,Devs.Ven,0,True,False,False,False,False,,rewrite,
plugins,noDevtoolsWarning,NoDevtoolsWarning,"Disables the 'HOLD UP' banner in the console. As a side effect, also prevents Discord from hiding your token, ",Devs.Ven,0,True,False,False,False,False,,rewrite,
plugins,noF1,NoF1,Disables F1 help bind.,Devs.Cyn,0,True,False,False,False,False,,rewrite,
plugins,noMaskedUrlPaste,NoMaskedUrlPaste,Pasting a link while having text selected will not paste as masked URL,Devs.CatNoir,0,True,False,False,False,False,,rewrite,
plugins,noMiddleClickPaste,NoMiddleClickPaste,Disable Linux middle-click paste - Linux only,Devs.Darxoon,0,False,False,False,False,False,,portable-logic,
plugins,noMosaic,NoMosaic,Play videos without carousel modal,Devs.AutumnVN,1,True,False,False,False,False,,rewrite,
plugins,noOnboardingDelay,NoOnboardingDelay,Skips the slow and annoying onboarding delay,Devs.nekohaxx,0,True,False,False,False,False,,rewrite,
plugins,noPendingCount,NoPendingCount,Hide incoming friend requests count,Devs.amia,3,True,False,False,False,False,,rewrite,
plugins,noProfileThemes,NoProfileThemes,Completely removes Nitro profile themes from everyone but yourself,Devs.TheKodeToad,0,True,False,False,False,False,,rewrite,
plugins,noReplyMention,NoReplyMention,List of user ids to allow or exempt pings for (separated by commas or spaces),"Devs.DustyAngel47,Devs.rae,Devs.pylix,De",4,True,False,False,False,False,,rewrite,noreplymention
plugins,noServerEmojis,NoServerEmojis,The types of emojis to show in the autocomplete menu.,Devs.UlyssesZhan,1,True,False,False,False,False,,rewrite,
plugins,noSystemBadge.discordDesktop,NoSystemBadge,Disables the taskbar and system tray unread count badge.,Devs.rushii,0,True,False,False,False,False,,rewrite,
plugins,noTypingAnimation,NoTypingAnimation,Disables the CPU-intensive typing dots animation,Devs.AutumnVN,0,True,False,False,False,False,,rewrite,
plugins,noUnblockToJump,NoUnblockToJump,Allows you to jump to messages of blocked or ignored users and likely spammers without unblocking them,Devs.Rini,0,True,False,False,False,False,,rewrite,
plugins,notificationVolume,NotificationVolume,Notification volume,Devs.philipbry,1,True,False,False,False,False,,rewrite,
plugins,onePingPerDM,OnePingPerDM,Select the type of DM for the plugin to affect,Devs.ProffDea,5,True,False,False,False,False,,rewrite,
plugins,openInApp,OpenInApp,Open Spotify links in the Spotify app,"Devs.Ven,Devs.surgedevs",7,True,False,False,False,False,native.ts,native-feature,
plugins,overrideForumDefaults,OverrideForumDefaults,Which layout to use as default,Devs.Inbestigator,2,True,False,False,False,False,,rewrite,
plugins,pauseInvitesForever,PauseInvitesForever,Brings back the option to pause invites indefinitely that stupit Discord removed.,"Devs.Dolfies,Devs.amia",0,True,False,False,False,False,,rewrite,
plugins,permissionFreeWill,PermissionFreeWill,Disables the client-side restrictions for channel permission management.,Devs.lewisakura,2,False,False,False,False,False,,portable-logic,
plugins,permissionsViewer,PermissionsViewer,The sort method used for defining which role grants an user a certain permission,"Devs.Nuckyz,Devs.Ven",2,True,False,False,False,False,,rewrite,
plugins,petpet,PetPet,Adds a /petpet slash command to create headpet gifs from any image,"Devs.Ven,Devs.u32",0,False,False,False,False,False,,portable-ui,
plugins,pictureInPicture,PictureInPicture,Whether to make the PiP video loop or not,Devs.Lumap,1,True,False,False,False,False,,rewrite,
plugins,pinDms,PinDMs,Which order should pinned DMs be displayed in?,"Devs.Ven,Devs.Aria",5,True,False,False,True,False,,rewrite,
plugins,plainFolderIcon,PlainFolderIcon,Dont show the small guild icons in folders,Devs.botato,0,True,False,False,False,False,,rewrite,
plugins,platformIndicators,PlatformIndicators,Show indicators in the member list,"Devs.kemo,Devs.TheSun,Devs.Nuckyz,Devs.V",6,True,False,False,False,True,,rewrite,
plugins,previewMessage,PreviewMessage,Lets you preview your message before sending it.,Devs.Aria,2,False,False,False,True,False,,portable-hook,
plugins,quickMention,QuickMention,Adds a quick mention button to the message actions bar,Devs.kemo,1,False,False,False,False,False,,portable-logic,
plugins,quickReply,QuickReply,Ping reply by default,"Devs.fawn,Devs.Ven,Devs.pylix",3,False,False,False,True,False,,portable-hook,
plugins,reactErrorDecoder,ReactErrorDecoder,,"Devs.Cyn,Devs.maisymoe",0,True,False,False,False,False,,rewrite,
plugins,readAllNotificationsButton,ReadAllNotificationsButton,Read all server notifications with a single button click!,"Devs.kemo,EquicordDevs.KrystalSkull",0,False,False,False,False,False,,portable-ui,
plugins,relationshipNotifier,RelationshipNotifier,"Notifies you when a friend, group chat, or server removes you.",Devs.nick,1,True,False,False,True,False,,rewrite,
plugins,replaceGoogleSearch,ReplaceGoogleSearch,Name of the custom search engine,"Devs.Moxxie,Devs.Ethan",4,False,False,False,False,False,,portable-logic,
plugins,replyTimestamp,ReplyTimestamp,Shows a timestamp on replied-message previews,Devs.Kyuuhachi,0,True,False,False,False,False,,rewrite,
plugins,revealAllSpoilers,RevealAllSpoilers,Automatically reveal all spoilers without needing to hold Ctrl. No spoilers at all when enabled.,"Devs.whqwert,TestcordDevs.x2b",1,True,False,False,False,False,,rewrite,
plugins,reverseImageSearch,ReverseImageSearch,Adds ImageSearch to image context menus,"Devs.Ven,Devs.Nuckyz",1,True,False,False,False,False,,rewrite,
plugins,reviewDB,ReviewDB,Review other users (Adds a new settings to profiles),"Devs.mantikafasi,Devs.Ven",3,False,False,False,True,True,,portable-hook,
plugins,roleColorEverywhere,RoleColorEverywhere,Show role colors in chat mentions (including in the message box),"Devs.KingFish,Devs.lewisakura,Devs.Autum",7,False,False,False,False,False,,portable-logic,
plugins,secretRingTone,SecretRingToneEnabler,Only play the Snow Halation Theme,"Devs.AndrewDLO,Devs.FieryFlames,Devs.Ram",1,True,False,False,False,False,,rewrite,
plugins,seeSummaries,Summaries,The time in days before a summary is removed. Note that only up to 50 summaries are kept per channel,Devs.mantikafasi,2,True,False,False,True,False,,rewrite,
plugins,sendTimestamps,SendTimestamps,Replace timestamps in message contents,"Devs.Ven,Devs.Tyler,Devs.Grzesiek11",2,False,False,False,False,False,,portable-logic,
plugins,serverInfo,ServerInfo,Username or if applicable Display Name,"Devs.Ven,Devs.Nuckyz,EquicordDevs.Z1xus",2,False,False,False,False,False,,portable-logic,
plugins,serverListIndicators,ServerListIndicators,Mode,"Devs.Rini,EquicordDevs.Panniku",2,False,False,False,False,False,,portable-logic,
plugins,shikiCodeblocks.desktop,ShikiCodeblocks,"Brings vscode-style codeblocks into Discord, powered by Shiki",Devs.Vap,0,True,False,False,False,False,,rewrite,
plugins,showAllMessageButtons,ShowAllMessageButtons,Remove requirement to hold shift for deleting a message.,Devs.Nuckyz,3,True,False,False,False,False,,rewrite,
plugins,showConnections,ShowConnections,Icon size (px),Devs.TheKodeToad,5,True,False,False,False,False,,rewrite,
plugins,showHiddenChannels,ShowHiddenChannels,The style used to display hidden channels.,"Devs.BigDuck,Devs.AverageReactEnjoyer,De",3,True,False,False,False,False,,rewrite,
plugins,showHiddenThings,ShowHiddenThings,Displays various hidden & moderator-only things regardless of permissions.,Devs.Dolfies,0,True,False,False,False,False,,rewrite,
plugins,showMeYourName,ShowMeYourName,Display custom name format in messages.,"EquicordDevs.Etorix,Devs.Rini,Devs.TheKo",35,True,False,False,True,False,,rewrite,
plugins,showTimeoutDuration,ShowTimeoutDuration,How to display the timeout duration,"Devs.Ven,Devs.Sqaaakoi",1,True,False,False,False,False,,rewrite,
plugins,silentMessageToggle,SilentMessageToggle,How to persist the silent message toggle state,"Devs.Nuckyz,Devs.CatNoir,EquicordDevs.Z1",3,False,False,False,False,False,,portable-logic,
plugins,silentTyping,SilentTyping,Toggle functionality of your own typing indicator globally.,"Devs.Ven,Devs.Rini,Devs.ImBanana,Equicor",17,True,False,False,True,False,,rewrite,
plugins,sortFriendRequests,SortFriends,Show dates on friend requests,"Devs.Megu,EquicordDevs.CallMeGii",1,True,False,False,False,False,,rewrite,
plugins,spotifyCrack,SpotifyCrack,Disable Spotify auto-pause,"Devs.Cyn,Devs.Nuckyz",2,True,False,False,False,False,,rewrite,
plugins,spotifyShareCommands,SpotifyShareCommands,"Share your current Spotify track, album or artist via slash command (/track, /album, /artist)",Devs.katlyn,1,False,False,False,False,False,,portable-ui,
plugins,startupTimings,StartupTimings,Adds Startup Timings to the Settings menu,Devs.Megu,0,False,False,False,False,False,,portable-logic,
plugins,stickerPaste,StickerPaste,Makes picking a sticker in the sticker picker insert it into the chatbox instead of instantly sending,Devs.ImBanana,0,True,False,False,False,False,,rewrite,
plugins,streamerModeOnStream,StreamerModeOn,Automatically enables streamer mode when you start streaming in Discord,Devs.IcedMarina,1,False,False,False,True,False,,portable-hook,
plugins,superReactionTweaks,SuperReactionTweaks,Reaction picker will default to Super Reactions,"Devs.FieryFlames,Devs.ant0n",4,True,False,False,False,False,,rewrite,
plugins,tenorGifSearch,TenorGifSearch,Restore Tenor GIF search,Devs.Lunascape,1,True,False,False,False,False,,rewrite,
plugins,textReplace,TextReplace,Rules for replacing text using string matching.,"Devs.AutumnVN,Devs.TheKodeToad,EquicordD",3,True,False,False,False,False,,rewrite,
plugins,themeAttributes,ThemeAttributes,Adds data attributes to various elements for theming purposes,"Devs.Ven,Devs.Board",0,False,False,False,False,False,,portable-logic,
plugins,translate,Translate,"Translate messages with Google Translate, DeepL or Kagi.","Devs.Ven,Devs.AshtonMemer,Devs.koish1",3,False,False,False,False,True,native.ts,native-feature,
plugins,typingIndicator,TypingIndicator,Whether to show the typing indicator for the currently selected channel,"Devs.Nuckyz,Devs.fawn,Devs.Sqaaakoi",5,True,False,False,False,False,,rewrite,
plugins,typingTweaks,TypingTweaks,Show avatars in the typing indicator,"Devs.zt,Devs.sadan,EquicordDevs.MrDiamon",4,True,False,False,False,False,,rewrite,
plugins,unindent,Unindent,Trims leading indentation from codeblocks,Devs.Ven,0,True,False,False,False,False,,rewrite,
plugins,unlockedAvatarZoom,UnlockedAvatarZoom,Zoom multiplier,Devs.nakoyasha,1,True,False,False,False,False,,rewrite,
plugins,unsuppressEmbeds,UnsuppressEmbeds,Allows you to unsuppress embeds in messages,"Devs.rad,Devs.HypedDomi",1,False,False,False,False,False,,portable-logic,
plugins,userMessagesPronouns,UserMessagesPronouns,Adds pronouns to chat user messages,"Devs.Tyman,Devs.TheKodeToad,Devs.Ven,Dev",0,True,False,False,False,False,,rewrite,
plugins,userVoiceShow,UserVoiceShow,Show a user's Voice Channel indicator in their profile next to the name,"Devs.Nuckyz,Devs.LordElias,EquicordDevs.",3,False,False,False,False,True,,portable-ui,
plugins,usrbg,USRBG,Banner to use if both Nitro and USRBG banners are present,"Devs.AutumnVN,Devs.katlyn,Devs.pylix,Dev",2,True,False,False,False,False,,rewrite,
plugins,validReply,ValidReply,,Devs.newwares,1,True,False,False,False,False,,rewrite,
plugins,validUser,ValidUser,Fix mentions for unknown users showing up as '@unknown-user' (hover over a mention to fix it),"Devs.Ven,Devs.Dolfies",5,True,False,False,False,False,,rewrite,
plugins,vcDoubleClick,VoiceChatDoubleClick,Join voice chats via double click instead of single click,"Devs.Ven,Devs.D3SOX,Devs.sadan",0,False,False,False,False,False,,portable-logic,
plugins,vcNarrator,VcNarrator,"Announces when users join, leave, or move voice channels via narrator",Devs.Ven,1,False,False,False,True,False,,portable-hook,
plugins,viewIcons,ViewIcons,Choose the image format to use for non-animated images. Animated images will always use .webp,"Devs.Ven,Devs.TheKodeToad,Devs.Nuckyz,De",3,False,False,False,False,False,,portable-logic,
plugins,viewRaw,ViewRaw,Change the button to view the raw content/data of any message.,"Devs.KingFish,Devs.Ven,Devs.rad,Devs.ImL",4,False,False,False,False,False,,portable-ui,
plugins,voiceDownload,VoiceDownload,Adds a download to voice messages. (Opens a new browser tab),Devs.puv,0,True,False,False,False,False,,rewrite,
plugins,voiceMessages,VoiceMessages,Noise Suppression,"Devs.Ven,Devs.Vap,Devs.Nickyux",3,True,False,False,False,False,native.ts,native-feature,
plugins,volumeBooster,VolumeBooster,Volume Multiplier,"Devs.Nuckyz,Devs.sadan",1,False,False,False,False,False,,portable-logic,
plugins,webContextMenus.web,WebContextMenus,"Add back the Discord context menus for images, links and the chat input bar",Devs.Ven,1,False,False,False,False,False,,portable-logic,
plugins,webKeybinds.web,WebKeybinds,Show the back/forward navigation buttons in the title bar.,"Devs.Ven,Devs.Davri",2,True,False,False,False,False,,rewrite,
plugins,webPWA.browser,Discord,Imagine a place...,Devs.ThaUnknown,1,False,False,False,True,False,,portable-hook,
plugins,webScreenShare.browser,WebScreenShare,Resolution,Devs.ThaUnknown,4,True,False,False,False,False,,rewrite,
plugins,webScreenShareFixes.web,WebScreenShareFixes,Removes 2500kbps bitrate cap on chromium and vesktop clients and fixes CPU usage growing endlessly while scree,Devs.Kaitlyn,0,True,False,False,False,False,,rewrite,
plugins,whoReacted,WhoReacted,"While this is enabled, clicking a reacting user's avatar will open their profile instead of adding the reactio","Devs.Ven,Devs.KannaDev,Devs.newwares,Dev",1,True,False,False,False,False,,rewrite,
plugins,xsOverlay,XSOverlay,Websocket port,Devs.Nyako,15,False,False,False,True,False,native.ts,native-feature,
plugins,youtubeAdblock.desktop,YoutubeAdblock,Block ads in YouTube embeds and the WatchTogether activity via AdGuard,"Devs.ImLvna,Devs.Ven",0,False,False,False,False,False,native.ts,native-feature,
equicordplugins,advancedPermissions,AdvancedPermissions,What to do with Discord's simplified permissions card,EquicordDevs.bastih18,2,True,False,False,False,False,,rewrite,
equicordplugins,altKrispSwitch,AltKrispSwitch,Makes the Noise Suppression Popout switch between None and Krisp instead of Krisp and Standard,Devs.newwares,0,True,False,False,False,False,,rewrite,
equicordplugins,alwaysExpandProfiles,AlwaysExpandProfiles,Always expands profile popouts to the full modal,Devs.thororen,0,True,False,False,False,False,,rewrite,
equicordplugins,animalese,Animalese,Volume of the animalese sound,"EquicordDevs.ryanamay,EquicordDevs.Mocha",7,False,False,False,True,False,,portable-hook,
equicordplugins,atSomeone,AtSomeone,Mention someone randomly,Devs.Joona,0,True,False,False,False,False,,rewrite,
equicordplugins,autoJumpToMessage,AutoJumpToMessage,Only automatically jump to messages when Discord's window is unfocused.,EquicordDevs.k304,2,False,False,False,True,False,,portable-hook,
equicordplugins,autoZipper,AutoZipper,"Comma-separated list of file extensions to auto-zip (e.g., .psd,.blend,.exe,.dmg)",EquicordDevs.SSnowly,1,False,False,False,False,False,,portable-logic,
equicordplugins,bannersEverywhere,BannersEverywhere,Animate banners,"Devs.ImLvna,Devs.AutumnVN",4,True,False,False,False,False,,rewrite,
equicordplugins,baseDecoder,DecodeBase64,Change the button to decode base64 content of any message.,EquicordDevs.ThePirateStoner,2,False,False,False,False,False,,portable-logic,
equicordplugins,betterActivities,BetterActivities,Shows activity icons in the member list and allows showing all activities,"Devs.D3SOX,Devs.Arjix,Devs.AutumnVN,Devs",0,True,False,False,False,False,,rewrite,
equicordplugins,betterAudioPlayer,BetterAudioPlayer,Enable oscilloscope visualizer.,EquicordDevs.creations,7,True,False,False,False,False,,rewrite,
equicordplugins,betterBanReasons,BetterBanReasons,Your custom reasons,"Devs.Inbestigator,EquicordDevs.yonn2222",2,True,False,False,False,False,,rewrite,
equicordplugins,betterBlockedUsers,BetterBlockedUsers,Allows you to search in blocked users list and makes names selectable in settings.,EquicordDevs.TheArmagan,0,True,False,False,False,False,,rewrite,
equicordplugins,betterCommands,BetterCommands,Automatically fill command with all arguments instead of just required ones.,Devs.thororen,1,True,False,False,False,False,,rewrite,
equicordplugins,betterForwards,BetterForwards,This will attempt to resend a forwarded message if the forward fails. Could cause unintentional pings or text ,"Devs.thororen,Devs.sadan,Devs.nin0dev,Eq",4,True,False,False,False,False,,rewrite,
equicordplugins,betterInvites,BetterInvites,"See invites expiration date, view inviter profile and preview servers before joining by clicking the name","EquicordDevs.iamme,Devs.thororen",0,True,False,False,False,False,,rewrite,
