group,folder,name,description,authors,settings,patches,before_send,before_edit,flux,render,native,verdict,ported
testcordplugins,leaveAllServers,LeaveAllServers,Do not show or select servers you own,"{name:""Nightcord"",id:0n}",1,False,False,False,False,False,,excluded,
testcordplugins,leetText,LeetText,/leet rewrites your message in 1337 5p34k.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-ui,
testcordplugins,liveWallpaper,LiveWallpaper,"Wallpaper opacity (0 = invisible, 0.5 = max)","{name:""Nightcord"",id:0n}",6,False,False,False,False,False,,portable-logic,
testcordplugins,localmessageedit,LocalMessageEditor,Edit and delete any message locally to demonstrate Discord security vulnerabilities,(Devsasany).nobody,1,True,False,False,False,False,,excluded,
testcordplugins,lockGroup,LockGroup,Show notifications for actions,"
{
name:""Bash"",
id:1327483363518582784n,",4,False,False,False,True,False,,portable-hook,
testcordplugins,loginWithToken,LoginWithToken,Adds a 'Login with Token' button on the Discord login page.,EquicordDevs.thororen,0,False,False,False,False,False,,portable-logic,
testcordplugins,longMsgTxt,LongMsgTxt,Base name for the generated text file (without extension).,TestcordDevs.x2b,3,True,True,False,False,False,,rewrite,
testcordplugins,lyricsStatus,LyricsStatus,Persisted active state for Lyrics Status,"{name:""Sharp"",id:0n}",8,False,False,False,False,False,,portable-logic,
testcordplugins,macOsButtons,MacOsButtons,"Replaces Windows buttons with macOS-style buttons — red, yellow, green.","{name:""Nightcord"",id:0n}",0,False,False,False,False,False,native.ts,native-feature,
testcordplugins,mediaDownloader.desktop,⚪,See the link for a list of supported websites.,TestcordDevs.x2b,7,True,False,False,False,False,native.ts,native-feature,
testcordplugins,messageCleaner,MessageCleaner,Enable MessageCleaner plugin,"
{
name:""Bash"",
id:1327483363518582784n,",10,False,False,False,False,False,,portable-logic,
testcordplugins,messageListeningCover,MessageListeningCover,Shows listened-to album covers next to messages,Devs.nin0dev,0,False,False,False,False,True,,portable-ui,
testcordplugins,messageLoggerTestcord,MessageLoggerTestcord,"The best of all loggers in one plugin. Logs deleted/edited messages with inline chat display, ghost ping detec",TestcordDevs.x2b,2,False,False,False,True,False,native.ts;nativeShim.ts,native-feature,
testcordplugins,messageNitroBadge,MessageNitroBadge,Which treatment to enable the experiment with,TestcordDevs.x2b,1,False,False,False,False,False,,portable-ui,
testcordplugins,messageScheduler,MessageScheduler,Show notifications when scheduled messages are sent,TestcordDevs.x2b,1,False,False,False,False,False,,portable-ui,
testcordplugins,messageScrapper,MessagesScrapper,Where to show the button,TestcordDevs.x2b,6,False,False,False,False,True,,excluded,
testcordplugins,messageStatistics,MessageStatistics,How many messages you want to send per day,"{name:""Dann"",id:0n}",2,False,False,False,False,False,,portable-ui,
testcordplugins,micquality,CustomMicQuality,Override microphone quality/bitrate.,TestcordDevs.x2b,8,False,False,False,False,False,,portable-logic,
testcordplugins,miloplugin,Silly Kitten,Where to show the button,"TestcordDevs.x2b,TestcordDevs.milo",2,False,False,False,False,True,,portable-ui,
testcordplugins,mimicTroll,MimicTroll,Toggle mimicking on/off without disabling the plugin,"TestcordDevs.dot,TestcordDevs.x2b",6,False,False,False,False,False,,portable-logic,
testcordplugins,moreAlts,MoreAlts,The amount of alts to allow.,"
{
id:253302259696271360n,
name:""zastix""",1,True,False,False,False,False,,excluded,
testcordplugins,moreGuildDiscoveryCategories,MoreGuildDiscoveryCategories,Show all guild discovery categories in the sidebar,TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,moreJumboEmoji,MoreJumboEmoji,Number of emojis that are allowed to be jumbo,TestcordDevs.x2b,2,True,False,False,False,False,,rewrite,
testcordplugins,moreReact,MoreReact,Max reactions,TestcordDevs.x2b,1,True,False,False,False,False,,rewrite,
testcordplugins,muteAllServers,MuteAllServers,Right-click a server → mute all servers and mark all as read in one click.,"{name:""Nightcord"",id:0n}",0,False,False,False,False,False,,excluded,
testcordplugins,muteunmuteservers,MuteUnmuteServers,Mute or unmute all your servers at once via right-click context menu.,TestcordDevs.x2b,0,False,False,False,False,False,,portable-logic,
testcordplugins,mutualServerMembers,MutualServerMembers,"Compare two servers you're in and see which members are in both. Right-click a server, use dropdowns, or enter",TestcordDevs.nnenaza,1,False,False,False,False,False,,portable-logic,
testcordplugins,nativeTranslate,NativeTranslate,translate plugin for those who wanna seem like real native lang speakers (removes capital letters commas and d,TestcordDevs.x2b,3,False,False,False,False,True,,portable-ui,
testcordplugins,navidromeRPC,NavidromeRPC,Delay between the requests to Navidrome in milliseconds. 1000 = 1 second,Devs.nin0dev,7,False,False,False,False,False,,portable-ui,
testcordplugins,neonGlow,NeonGlow,"Adds a neon glow to avatars, links and buttons when you hover them.","{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,newUserIndicator,NewUserIndicator,Enable on badges.,TestcordDevs.x2b,4,False,False,False,False,False,,portable-logic,
testcordplugins,noButtons,NoButtons,Hide the popout chat button,TestcordDevs.x2b,8,False,False,False,False,False,,portable-logic,
testcordplugins,noDMWhileStreaming,NoDMWhileStreaming,Hide Group DMs too while streaming,"{name:""Unknown"",id:0n}",3,False,False,False,True,False,,portable-hook,
testcordplugins,noDraftLengthLimit,NoDraftLengthLimit,Removes the 4500 character saved draft message truncation,TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,noEditedTimestamp,NoEditedTimestamp,"Removes the '(edited)' label from all messages globally, not just your own.",TestcordDevs.Sharp,0,True,False,False,False,False,,rewrite,
testcordplugins,noOnboarding,NoOnboarding,"Select a random option for every prompt instead of always the last one, mimicking manual clicks so strict serv","EquicordDevs.omaw,Devs.Glitch",1,True,False,False,False,False,,rewrite,
testcordplugins,noTelemetry,NoTelemetry,Block Discord from reporting which A/B experiments your account is enrolled in.,"{name:""Sharp"",id:0n}",5,False,False,False,False,False,,excluded,
testcordplugins,nocompress,Disable Compression,Disables the compression of attachments.,"{id:566409342161780747n,name:""zv_yz""}",0,True,False,False,False,False,,rewrite,
testcordplugins,nsfwGateBypass,NSFWGateBypass,"Forces 'Verified Adult' status, unlocks Stages, and clears all invite blocks.","
{
name:""dxrx99"",
id:1463629522359423152",0,False,False,False,False,False,,portable-logic,
testcordplugins,obsRemoteControl,OBS Remote Control,The origin of the OBS websocket.,"{
name:""FawazT"",
id:228825096360296448n
",10,False,False,False,True,False,native.ts,native-feature,
testcordplugins,openOptimizer,OpenOptimizer,Ports OpenAsar's optimizer code.,"{name:""S€th"",id:1273447359417942128n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,orchestratorAPI,OrchestratorAPI,Coalesce duplicate Flux event subscriptions into a single dispatch. Reduces event-loop overhead when many plug,TestcordDevs.x2b,3,False,False,False,False,False,,portable-logic,
testcordplugins,osSpoofer,OSSpoofer,Operating system to spoof,TestcordDevs.x2b,1,True,False,False,False,False,,rewrite,
testcordplugins,overlayFix,OverlayFix,Attempts to fix the overlay by tricking Discord about the process name (pretends to be discord.exe).,"{name:""Nightcord"",id:0n}",0,True,False,False,False,False,,rewrite,
testcordplugins,passcodeLock,PasscodeLock,Type of code,"{name:""arg0NNY"",id:0n}",7,False,False,False,False,False,,portable-ui,
testcordplugins,passwordManager,AES-GCM,Securely store and manage your passwords,TestcordDevs.x2b,0,False,False,False,False,False,,portable-logic,
testcordplugins,passwordProtect,PasswordProtect,"Passcode protect servers, channels, and dms. WARNING: Disabling the plugin will allow anyone to open the chann",TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,pastelMentions,PastelMentions,Recolors mentions and role pills with a soft pastel vaporwave gradient.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,pdf-viewer,PdfViewer,Max preview size (MB),"{name:""vp9"",id:0n},{name:""semon009"",id:0",2,False,False,False,False,True,native.ts,native-feature,
testcordplugins,philsPluginLibrary,PhilsPluginLibrary,A library for phil's plugins,"{name:""philhk"",id:0n}",0,True,False,False,False,False,,rewrite,
testcordplugins,pluginManager,pluginManager,Manage custom plugins,TestcordDevs.dot,0,False,False,False,False,False,,portable-logic,
testcordplugins,pollMaker,PollMaker,/poll formats a quick poll. Use: question | option | option ...,"{name:""Dann"",id:0n}",0,False,False,False,False,False,,portable-ui,
testcordplugins,profanityFilter,ProfanityFilter,Filter outgoing messages (Ctrl+Alt+P toggles this anywhere),"
TestcordDevs.sirphantom89,
{name:""Nepot",3,False,False,False,False,False,,portable-logic,
testcordplugins,profileCommand,ProfileCommand,Adds a /profile command to open someone's profile,TestcordDevs.x2b,0,False,False,False,False,False,,portable-ui,
testcordplugins,profileCopyButton,ProfileCopyButton,"Also copy the target user's profile game widgets (favourite game, currently playing, want to play, played, gam","TestcordDevs.x2b,TestcordDevs.nnenaza",2,True,False,False,False,False,,rewrite,
testcordplugins,punishmentcommands,PunishmentCommands,"Allows you to send a command in chat to punish someone, right from the context menu",Devs.nin0dev,1,False,False,False,False,False,,portable-logic,
testcordplugins,purgeMessages,PurgeMessages,Purges messages from a channel,TestcordDevs.x2b,0,False,False,False,False,False,,excluded,
testcordplugins,quickDelete,QuickDelete,Keyboard shortcut to delete your last message in the current channel.,TestcordDevs.Sharp,2,False,False,False,False,False,,portable-logic,
testcordplugins,quickSnippet,QuickSnippet,list of channel IDs to whitelist,TestcordDevs.x2b,2,True,False,False,False,False,,rewrite,
testcordplugins,quickmsg,QuickMsg,"Delay in milliseconds between sending and deleting the message (lower = harder to catch, but may fail if the s",TestcordDevs.x2b,3,False,False,False,False,False,,portable-logic,
testcordplugins,quietHours,QuietHours,"Quiet hours start (24h hour, 0-23)","{name:""Sharp"",id:0n}",2,False,False,False,False,False,,portable-logic,
testcordplugins,rPunisher,retardExterminator,Enable automatic banning of users who spam rejoin voice channels,TestcordDevs.dot,6,False,False,False,True,False,,excluded,
testcordplugins,readableSpoilers,ReadableSpoilers,Gives unrevealed spoilers a subtle neon outline so you can spot them at a glance.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,realtimeTimestamps,RealtimeTimestamps,Seconds format displayed on every message timestamp,"{name:""Nightcord"",id:253979869n}",3,False,False,False,False,False,,portable-logic,
testcordplugins,recentBan,recentBan,enable normal key binds (if streamer mode is not on at the method),TestcordDevs.dot,1,False,False,False,False,False,,portable-logic,
testcordplugins,recentChannelSwitcher,RecentChannelSwitcher,Maximum recent channels to keep in the switcher,TestcordDevs.sirphantom89,7,False,False,False,True,False,,portable-hook,
testcordplugins,relationshipIndicators,RelationshipIndicators,In the member list,TestcordDevs.x2b,3,False,False,False,False,False,,portable-logic,
testcordplugins,relationshipPruner,RelationshipPruner,"Adds a way to easily prune your servers and friends. To open, right click the home button or friends tab butto","
Devs.Samwich
,TestcordDevs.x2b",0,True,False,False,False,False,,rewrite,
testcordplugins,repeatMessage,RepeatMessage,"Allows you to repeat messages quickly. If you hold shift while clicking the Repeat option, it will reply to th",TestcordDevs.x2b,1,False,False,False,False,False,,portable-logic,
testcordplugins,robloxfilter,RobloxFilter,"Enable filtering (censor/replace/block). When off, messages pass through freely.",TestcordDevs.x2b,7,False,False,False,False,False,,portable-logic,
testcordplugins,roleDuplication,RoleDuplication,Be able to duplicate/clone roles,"
{
name:""iamme"",
id:984392761929256980n,",1,False,False,False,False,False,,portable-ui,
testcordplugins,rotatorSuite,Rotator Suite,"All-in-one Discord identity rotator. Cycles status, clan, bio, global pronouns, display name, server nicknames","{name:""zfrancesck1"",id:45619598540459214",49,False,False,False,False,False,,portable-logic,
testcordplugins,runInConsole,RunInConsole,Allows you to run code blocks in the console. Press Shift to edit the code before running.,TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,rzblack,Voice Channel Blacklist,Server Mute blacklisted users,"TestcordDevs.SirPhantom89,",6,False,False,False,True,False,,portable-hook,
testcordplugins,rzengz,AutoJumpToMention,Automatically takes you to the message when someone mentions you,TestcordDevs.SirPhantom89,1,False,False,False,True,False,,portable-hook,
testcordplugins,rznoone,Pin to Voice Channel,Reconnect if disconnected,TestcordDevs.SirPhantom89,6,False,False,False,False,False,,portable-logic,
testcordplugins,safeNumbers,SafeNumbers,Toggle safe numbers replacement on or off.,TestcordDevs.x2b,2,False,False,False,False,False,,portable-logic,
testcordplugins,saveUserGifs,SaveUserGifs,Where to scan for GIFs,TestcordDevs.nnenaza,5,False,False,False,False,False,,portable-logic,
testcordplugins,selfDestruct,SelfDestruct,Where to show the button,"{name:""Nightcord"",id:0n}",5,False,False,False,True,True,,portable-hook,
testcordplugins,selfForward,SelfForward,Adds the current channel to the forward list popup,"{name:""VillainsRule"",id:0n}",0,True,False,False,False,False,,excluded,
testcordplugins,sendtoalldms,SendToAllDMs,Adds a command to send a message to all friends' DMs with blacklist/whitelist settings. WE CANNOT GUARANTEE TH,TestcordDevs.x2b,0,False,False,False,False,False,,excluded,
testcordplugins,sentfrommyuname,SentFromMyUname,Add your uname/useragent to every single message you send,TestcordDevs.x2b,0,False,True,False,False,False,native.ts,native-feature,
testcordplugins,serverBackup,ServerBackup,"Backs up and restores complete Discord server configuration (roles, channels, permissions) - No permissions re","
{
name:""Bash"",
id:1327483363518582784n,",0,False,False,False,False,False,,portable-ui,
testcordplugins,serverPinner,Server Pinner,Enable Server Pinner plugin,"
{
name:""Bash"",
id:1327483363518582784n,",4,False,False,False,False,False,,portable-logic,
testcordplugins,serverProfilesToolbox,ServerProfilesToolbox,Adds a copy/paste/reset button to the server profiles editor,"TestcordDevs.x2b,TestcordDevs.nnenaza",0,True,False,False,False,False,,rewrite,
testcordplugins,settingsShortcuts,SettingsShortcuts,Adds Better Microphone and Better Screenshare shortcut buttons to Discord settings.,TestcordDevs.x2b,0,False,False,False,False,False,,portable-logic,
testcordplugins,sharePerms,SharePerms,Internal: list of shared users,"{name:""Nightcord"",id:0n}",2,False,False,False,False,False,,portable-logic,
testcordplugins,shareVCBan,ShareBanPerm,Enable ShareBanPerm plugin,TestcordDevs.dot,9,False,False,False,False,False,,portable-logic,
testcordplugins,shipCalc,ShipCalc,/ship rates the love between two people.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-ui,
testcordplugins,showTypingUsers,ShowTypingUsers,Shows a badge in the channel header listing who is currently typing.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,shytyping,ShyTyping,Always show you are typing in your current voice channel,TestcordDevs.x2b,3,True,False,False,False,False,,rewrite,
testcordplugins,sillyMaxwell,Maxwell :3,Silly Silly Silly,"TestcordDevs.x2b,TestcordDevs.nnenaza",0,False,False,False,False,False,,portable-logic,
testcordplugins,simplifiedProfileNotes,SimplifiedProfileNotes,Hide the note box when no note is set for a user,TestcordDevs.x2b,1,True,False,False,False,False,,rewrite,
testcordplugins,smallCaps,SmallCaps,/smallcaps writes your message in ꜱᴍᴀʟʟ ᴄᴀᴘꜱ.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-ui,
testcordplugins,smoothmessages,SmoothMessages,Fade messages in while they slide.,TestcordDevs.x2b,2,False,False,False,True,False,,portable-hook,
testcordplugins,socket.desktop,Socket,self explanatory,Devs.nin0dev,4,False,False,False,False,False,native.ts,native-feature,
testcordplugins,soloaudio,SoloAudio,Re-clicking the same Solo target unmutes / restores everyone,"{name:""you"",id:0n}",5,False,False,False,False,False,,portable-logic,
testcordplugins,soundTriggers,SoundTriggers,Chaotic plugin for mapping text/emojis to sound,TestcordDevs.x2b,2,False,False,False,True,False,,portable-hook,
testcordplugins,soundboardPro,Bruh,Enable Soundboard Pro,TestcordDevs.x2b,6,True,False,False,False,False,,rewrite,
testcordplugins,soundcloudRichPresence,SoundCloud,Your SoundCloud OAuth token. Get it from soundcloud.com → F12 DevTools → Application → Cookies → oauth_token.,"{name:""Sharp"",id:0n}",7,False,False,False,False,False,,portable-logic,
testcordplugins,spaceOut,SpaceOut,/spaceout p u t s   s p a c e s   between every letter.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-ui,
testcordplugins,spoofmsgv2,Server Level,Spoof official Discord system messages with realistic embeds,TestcordDevs.x2b,0,False,False,False,False,False,,excluded,
testcordplugins,spotifyAddToQueue.desktop,SpotifyAddToQueue,Adds a button in Spotify embeds to add the song to the queue,Devs.nin0dev,0,False,False,False,False,False,native.ts,native-feature,
testcordplugins,staffScanner,StaffScanner,Alert volume when Staff is detected.,TestcordDevs.x2b,4,False,False,False,True,False,,portable-hook,
testcordplugins,stalker,Stalker,Adds an option on the user context menu that enables stalking for users.,"
{name:""Reycko"",id:1123725368004726794n}",23,False,False,False,True,False,native.ts,excluded,
testcordplugins,starfield,Starfield,A faint twinkling starfield drifting behind everything.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,starify,Starify,Adds /starify to wrap your message in sparkles ｡ﾟ☆.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-ui,
testcordplugins,statuscommand,StatusCommand,Set a temporary status that reverts after a set duration (e.g. /status dnd 1h),"TestcordDevs.x2b,TestcordDevs.nnenaza",0,False,False,False,False,False,,portable-ui,
testcordplugins,stereoInstaller.desktop,StereoInstaller,Installs and reverts the Discord stereo voice module from selected method sources.,"{name:""irritably"",id:928787166916640838n",2,False,False,False,False,False,native.ts,native-feature,
testcordplugins,stereoLoader.desktop,StereoLoader,Use the stereo voice module instead of the stock one. Needs a Discord restart to apply.,TestcordDevs.sirphantom89,5,False,False,False,False,False,native.ts,native-feature,
testcordplugins,stereoScreenshareAudio,StereoScreenshareAudio,Patches Discord's WebRTC SDP to enable stereo audio while watching streams (should only be necessary with vesk,TestcordDevs.x2b,0,False,False,False,False,False,,portable-logic,
testcordplugins,stickymessages,StickyMessages,Manage your sticky messages,TestcordDevs.x2b,3,False,False,False,True,False,,portable-hook,
testcordplugins,streamProof,StreamProof,Where to show the button,EquicordDevs.TheArmagan,6,False,False,False,True,False,native.ts,native-feature,
testcordplugins,summarizeAI,SummarizeAI,AI provider to use for summarization,TestcordDevs.x2b,10,False,False,False,False,False,,portable-ui,
testcordplugins,sunsetChat,SunsetChat,Paints a dreamy vaporwave sunset gradient behind the message area.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,surfaceTranslate,SurfaceTranslate,Target language code for surface translations.,TestcordDevs.MasuRii,5,True,False,False,False,False,,rewrite,
testcordplugins,systemMessageSpoofer,SystemMessageSpoofer,"Spoof Discord system messages, including nitro gifts, Clyde messages, and verified Discord messages",TestcordDevs.x2b,0,False,False,False,False,False,,excluded,
testcordplugins,teX,TeX,"Typesets math in messages, written as `$x$` or `$$x$$`.",TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,tempMail,TempMail,Default provider for new addresses.,"{name:""lastclipped"",id:0n}",6,False,False,False,False,False,native.ts,native-feature,
testcordplugins,testcordToolbox,TestcordToolbox,Show the plugins menu in the toolbox,"Devs.Ven,Devs.AutumnVN",2,False,False,False,False,False,,portable-logic,
testcordplugins,textScreenshot,TextScreenshot,Send text as a screenshot of a Discord message with your profile,TestcordDevs.x2b,0,False,False,False,False,False,,portable-ui,
testcordplugins,tiktokTTS,TiktokTTS,Playback volume,"EquicordDevs.VillainsRule,TestcordDevs.e",2,False,False,False,False,False,,portable-logic,
testcordplugins,timeAlog,timeAlog,Toggle timed anti-log deletion on or off.,TestcordDevs.x2b,4,False,False,False,False,False,,portable-logic,
testcordplugins,timeDelete,timeDelete,Toggle timed deletion on or off.,TestcordDevs.x2b,3,False,False,False,False,False,,portable-logic,
testcordplugins,timelessclips,TimelessClips,Add clip length option in minutes,TestcordDevs.x2b,1,True,False,False,False,False,,rewrite,
testcordplugins,token,Token Display,activates the command /mytoken,TestcordDevs.x2b,2,False,False,False,False,False,,excluded,
testcordplugins,tokenImporter,TokenImporter,Automatically scan local Discord installs for tokens when the plugin starts (Windows only). Reads other Discor,"{name:""Nightcord"",id:0n},TestcordDevs.x2",8,False,False,False,False,False,native.ts,excluded,
testcordplugins,tokenLogin,TokenLoginManager,Manage and login with user tokens,"TestcordDevs.x2b,TestcordDevs.nnenaza",0,False,False,False,False,False,,excluded,
testcordplugins,toneIndicators,ToneIndicators,Adds descriptions when hovering over tone indicators.,TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,tsunderetalk,TsundereTalk,Rewrite outgoing messages in a cute tsundere style.,TestcordDevs.x2b,9,False,False,False,False,False,,portable-logic,
testcordplugins,typingFriends,TypingFriends,Show a Typing section in the Friends list,"{
name:""xylen"",
id:0n
}",5,True,False,False,False,False,,rewrite,
testcordplugins,userAreaTweaks,UserAreaTweaks,"Creates an elegant floating dock for Testcord plugins using pure CSS, preventing overlap and crashes.","{name:""Nightcord"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,userNotes,UserNotes,"Allows you to write unlimited notes for users, unlike Discord, which restricts saved notes to a maximum of 500",TestcordDevs.x2b,2,True,False,False,False,False,,rewrite,
testcordplugins,userflags,UserFlags,Add flags to users that will always show under their messages,TestcordDevs.x2b,0,False,False,False,False,False,,portable-ui,
testcordplugins,userpluginInstaller,UserpluginInstaller,Comma separated list of channels where the Install Plugin button should be displayed,"Devs.nin0dev,TestcordDevs.sirphantom89",4,False,False,False,False,True,native.ts,native-feature,
testcordplugins,vAnalyzer-main,vAnalyzer,"Analyze message attachments, trace URLs, check certificates, avoid scams and more.","{name:""nay-cat"",id:1159977353661919363n}",2,False,False,False,True,True,analyzers/CertPL/native.ts;analyzers/CordCat/native.ts;analyzers/CrtSh/native.ts;analyzers/DiscordInvite/native.ts;analyzers/FishFish/native.ts;analyzers/HybridAnalysis/native.ts;analyzers/ModularScan/native.ts;analyzers/Sucuri/native.ts;analyzers/VirusTotal/native.ts;analyzers/WaybackMachine/native.ts;analyzers/WhereGoes/native.ts;native.ts,native-feature,
testcordplugins,vaporScrollbar,VaporScrollbar,Replaces scrollbars with a neon pink-to-cyan vaporwave gradient.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,vaporwaveText,VaporwaveText,Adds /vaporwave to turn your message into ａｅｓｔｈｅｔｉｃ fullwidth text.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-ui,
testcordplugins,vc-NewlinesInCommands,NewlinesInCommands,Allows shift+enter to create new lines in command inputs.,TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,vc-autocorrect,AutoCorrect,Enable auto correct,TestcordDevs.x2b,3,True,False,False,False,False,,rewrite,
testcordplugins,vc-betterActivities,BetterActivities,Show activity icons in the member list,"
Devs.D3SOX,
Devs.Arjix,
Devs.AutumnVN
",8,True,False,False,False,False,,rewrite,
testcordplugins,vc-blockKrisp,BlockKrisp,Prevent Krisp from loading,TestcordDevs.x2b,0,False,False,False,False,False,native.ts,native-feature,
testcordplugins,vc-followUser,FollowUser,Make sure to be in the same VC when following a user,"Devs.D3SOX,TestcordDevs.x2b",15,True,False,False,True,False,,rewrite,
testcordplugins,vc-goodperson,GoodPerson,Makes you (or others) a good person,"Devs.nin0dev,Devs.mantikafasi",1,False,True,False,True,False,,portable-hook,
testcordplugins,vc-ignoreTerms,IgnoreTerms,Ignore Discord's new terms of service,TestcordDevs.x2b,0,False,False,False,False,False,,portable-logic,
testcordplugins,vc-junkCleanup-main,JunkCleanup,Enable all patches (intended for testing),Devs.Sqaaakoi,0,False,False,False,False,False,,portable-logic,
testcordplugins,vc-notifyUserChanges,NotifyUserChanges,Notify on status changes,TestcordDevs.x2b,9,False,False,False,True,False,,portable-hook,
testcordplugins,vc-showMessageEmbeds,ShowMessageEmbeds,Adds a context menu option to show embeds for links that don't have one,TestcordDevs.x2b,1,True,False,False,False,False,,rewrite,
testcordplugins,vc-silentTypingEnhanced,SilentTyping,Where to show the button,TestcordDevs.x2b,6,True,False,False,False,False,,rewrite,
testcordplugins,vc-voiceChatUtilities,VoiceChatUtilities,Amount of API actions to perform before waiting (to avoid rate limits),TestcordDevs.x2b,3,False,False,False,False,False,,portable-logic,
testcordplugins,vcNarratorCustom,VcNarratorCustom,Narrator voice,"Devs.Ven,Devs.Nyako,TestcordDevs.Loukios",28,False,False,False,True,False,,portable-hook,
testcordplugins,vcOwnerDetector,vcOwnerDetector,Guild detection data,TestcordDevs.dot,3,True,False,False,False,False,,rewrite,
testcordplugins,vcR,vcGrape,The tag configuration component,TestcordDevs.dot,5,False,False,False,False,False,,portable-logic,
testcordplugins,vcpanelsettings,VCPanelSettings,Control voice settings right from the voice panel,TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,vencord-ExitSounds,ExitSounds,Guild ID of sound source,TestcordDevs.x2b,3,True,False,False,False,False,,rewrite,
testcordplugins,vencord-antirickroll,AntiRickroll,Custom links to check for (separated by commas),TestcordDevs.x2b,2,False,False,False,False,False,,portable-logic,
testcordplugins,vencord-gpubinder-main,GpuBinder,Choose which GPU Discord should prioritize. This fixes the issue where Windows 'forgets' your settings after a,"{name:""unclide"",id:395504896817758210n}",1,False,False,False,False,False,native.ts,native-feature,
testcordplugins,vencord-perf-main,perf,[RISKY]Collection of small performance improvements[RISKY],"
{
id:579731384868798464n,
name:""void"",
",0,False,False,False,False,False,,portable-logic,
testcordplugins,venfetch,venfetch,neofetch for vencord,Devs.nin0dev,0,False,False,False,False,False,native.ts,native-feature,
testcordplugins,versions,Versions,Adds extra information to the version info,TestcordDevs.x2b,0,False,False,False,False,False,,portable-logic,
testcordplugins,vibeCheck,VibeCheck,Adds /vibe to drop a random vaporwave mood into chat.,"{name:""Sharp"",id:0n}",0,False,False,False,False,False,,portable-ui,
testcordplugins,videoStartNotifier,VideoStartNotifier,Play notification sound in private voice calls (DMs),TestcordDevs.x2b,2,False,False,False,False,False,,portable-logic,
testcordplugins,viewRawVariant,ViewRawVariant,"Copy/View raw content of any message, channel, or guild, but show in the right click menu.","Devs.KingFish,Devs.Ven,Devs.rad,Devs.ImL",1,False,False,False,False,False,,portable-logic,
testcordplugins,voiceChannelSearch,VoiceChannelSearch,Search and join any voice channel across all your servers.,"{name:""Nightcord"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,voiceDictation,VoiceDictation,Where to show the button,"{name:""User"",id:0n}",4,False,False,False,False,False,,portable-logic,
testcordplugins,voiceGuard,VoiceGuard,Brings you back if somebody disconnects you. No pin required: it returns you to the very channel you were thro,TestcordDevs.LOSTSTR,8,False,False,False,True,False,,portable-hook,
testcordplugins,voiceJoinMessages,VoiceJoinMessages,Receive notifications in your friends' DMs when they join a voice channel,TestcordDevs.x2b,8,False,False,False,True,False,,portable-hook,
testcordplugins,voiceServerInfo,VoiceServerInfo,Show the voice relay address and location after connecting.,"{name:""irritably"",id:928787166916640838n",5,False,False,False,True,False,native.ts,native-feature,
testcordplugins,voiceSettings,VoiceSettings,Voice chat encoding bitrate in kbps. Discord default is 64. Higher values improve call quality and use more ba,"{name:""Sharp"",id:0n}",2,False,False,False,False,False,,portable-logic,
testcordplugins,voicehighquality,rzStudioAudio,Audio Bitrate (kbps) - 510kbps recommended for maximum quality,"
{name:""irritably"",id:928787166916640838",5,True,False,False,False,False,,rewrite,
testcordplugins,waitForSlot,WaitForSlot,Join the channel immediately instead of showing a notice.,"EquicordDevs.omaw,Devs.prism",4,True,False,False,True,False,,rewrite,
testcordplugins,webRtcLeakPrevent,WebRTCLeakPrevent,"ICE transport policy. Relay forces TURN relay only (best privacy), public allows public IP discovery.","{name:""Irritably"",id:928787166916640838n",2,False,False,False,False,False,,portable-logic,
testcordplugins,webcamStartNotifier,WebcamStartNotifier,Play notification sound in private voice calls (DMs),TestcordDevs.x2b,2,False,False,False,False,False,,portable-logic,
